score,l_pol,r_pol,valence,song,,,,,,,,l_pol_old,r_pol_old
8,281.951087,311.6362554,0.664,history eraser,,,,,,,,14.56027668,5.564771087
8,272.0064286,307.362594,0.342,a cowards existence,,,,,,,,17.57380952,6.859820005
8,325.547619,289.3886171,0.585,uncle al,,,,,,,,1.349206349,12.30647967
8,314.875,288.7834008,0.633,kitty kat,,,,,,,,4.583333333,12.48987854
8,240.0419501,283.6416667,0.528,both sides now,,,,,,,,27.26001512,14.0479798
8,445.5,296.2588156,0.157,hated sunday,,,,,,,,-35,10.22460135
8,277.0079365,293.5505952,0.0465,telepath,,,,,,,,16.05820106,11.04527417
8,368.0416667,278.1110806,0.371,falling at your feet,,,,,,,,-11.52777778,15.72391497
8,303.6,298.264418,0.242,after the meteor showers,,,,,,,,8,9.616843034
8,234.2352941,298.2376302,0.36,game of diamonds,,,,,,,,29.01960784,9.624960543
8,330,274.1607143,0.0487,six days at the bottom of the ocean,,,,,,,,0,16.92099567
8,336.6349206,307.4726378,0.547,sink,,,,,,,,-2.010582011,6.8264734
8,296.8690476,276.7875,0.613,no one does it like you,,,,,,,,10.03968254,16.125
8,275,278.1853002,0.435,un amico,,,,,,,,16.66666667,15.70142418
8,387.2305556,304.5210145,0.481,artificial death in the west,,,,,,,,-17.34259259,7.720904699
8,399.0380952,294.0880037,0.483,i cry night after night,,,,,,,,-20.92063492,10.88242313
8,184.8,294.5029762,0.406,fire and the thud,,,,,,,,44,10.75667388
8,269.8055556,299.7786575,0.693,hey cool kid,,,,,,,,18.24074074,9.15798258
8,306.9305556,272.7534562,0.158,outside with the cuties,,,,,,,,6.990740741,17.34743751
8,357.5,282.8159722,0.0612,nuit 17 a 52,,,,,,,,-8.333333333,14.29819024
8,360.25,293.2012363,0.225,sea lungs,,,,,,,,-9.166666667,11.15114053
9,270,262.1677582,0.815,can you get to that,,,,,,,,18.18181818,20.55522479
9,223.4210526,277.8642113,0.347,headache,,,,,,,,32.29665072,15.79872385
9,346.9583333,272.8180627,0.0985,i walk a little faster,,,,,,,,-5.138888889,17.32785979
9,253.0491071,290.2436756,0.711,two sevens clash,,,,,,,,23.31845238,12.04737103
9,261.25,270.7579154,0.0396,tunnel of trees,,,,,,,,20.83333333,17.95214685
9,253.0626984,291.5919711,0.577,my dream,,,,,,,,23.31433381,11.63879663
9,396.754902,285.4798111,0.162,woods,,,,,,,,-20.22875817,13.49096635
9,66,263.1403247,0.323,tugboat,,,,,,,,80,20.26050767
9,333.3020147,299.7819581,0.812,jolene,,,,,,,,-1.000610501,9.156982385
9,336.9473684,311.1072404,0.307,4 degrees,,,,,,,,-2.105263158,5.725078655
9,317,290.0245472,0.549,reflections after jane,,,,,,,,3.939393939,12.11377358
9,338.0882353,293.3600509,0.377,hymn for the chosen ones,,,,,,,,-2.450980392,11.10301488
9,310.4097477,273.5312135,0.571,rebirth of slick,,,,,,,,5.936440103,17.1117535
9,314.4166667,294.0965682,0.27,from the devil to the deep blue sky,,,,,,,,4.722222222,10.87982782
9,313.6309524,296.1972789,0.512,hindsight,,,,,,,,4.96031746,10.24324881
